Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
"Duration prediction using multiple Gaussian process experts for GPR-based speech synthesis","D. Moungsri; T. Koriyama; T. Kobayashi","Interdisciplinary Graduate School of Science and Engineering, Tokyo Institute of Technology, Japan; School of Engineering, Tokyo Institute of Technology, Japan; School of Engineering, Tokyo Institute of Technology, Japan","2017 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","","2017","","","5495","5499","This paper proposes an alternative multi-level approach to duration prediction for improving prosody generation in statistical parametric speech synthesis using multiple Gaussian process experts. We use two duration models at different levels, specifically, syllable and phone. First, we individually train syllable- and phone-level duration models. Then, the predictive distributions of syllable and phone duration models are combined by product of Gaussians. The means of combined predictive distributions are used as predicted durations for synthetic speech. We show objective and subjective evaluation results for the proposed technique by comparing with the conventional ones when the techniques are applied to Gaussian process regression (GPR)-based speech synthesis.","","","10.1109/ICASSP.2017.7953207","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7953207","Multi-level model;Duration prediction;GPRbased speech synthesis;Product of Guassians;Multiple Gaussian process experts","Predictive models;Hidden Markov models;Speech;Speech synthesis;Context;Context modeling;Data models","Gaussian processes;speech synthesis","duration prediction;multiple Gaussian process experts;GPR-based speech synthesis;Gaussian process regression;statistical parametric speech synthesis;syllable-level duration models;phone-level duration models;synthetic speech;objective evaluation;subjective evaluation","","","","","","","","IEEE","IEEE Conferences"
"Combining unidirectional long short-term memory with convolutional output layer for high-performance speech synthesis","W. Wang; B. Xu","Interactive Digital Media Technology Research Center, Institute of Automation, Chinese Academy of Sciences, Beijing, China; Interactive Digital Media Technology Research Center, Institute of Automation, Chinese Academy of Sciences, Beijing, China","2017 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","","2017","","","5500","5504","In this paper, we target improving the accuracy of acoustic modelling for statistical parametric speech synthesis (SPSS) and introduce the convolutional neural network (CNN) due to its powerful capacity in locality modelling. A novel model architecture combining unidirectional long short-term memory (LSTM) and a time-domain convolutional output layer (COL) is proposed and employed to acoustic modelling. The two components complement each other and result in a high-performance synthesis system. Specifically, the unidirectional LSTM can learn expressive feature representations from history context and the COL ingeniously absorbs some of these representations within a look-ahead window to advance predictions. This complementary mechanism significantly improve the predictive accuracy and the quality of synthetic speech. In addition, the unique operation mechanism of convolution makes COL a fine parameter trajectory smoother between consecutive frames. Subjective preference tests show that the proposed architecture can synthesize natural sounding speech without dynamic features.","","","10.1109/ICASSP.2017.7953208","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7953208","Statistical parametric speech synthesis;LSTM;convolutional output layer;high-performance;trajectory smoother","Acoustics;Training;Speech;Trajectory;Neural networks;Context;Logic gates","neural nets;speech synthesis;statistical analysis","unidirectional long short-term memory;high-performance speech synthesis;statistical parametric speech synthesis;SPSS;convolutional neural network;CNN;LSTM;time-domain convolutional output layer;COL;high-performance synthesis system;feature representations","","","","","","","","IEEE","IEEE Conferences"
"Lombard speech synthesis using long short-term memory recurrent neural networks","B. Bollepalli; M. Airaksinen; P. Alku","Department of Signal Processing and Acoustics, Aalto University, Finland; Department of Signal Processing and Acoustics, Aalto University, Finland; Department of Signal Processing and Acoustics, Aalto University, Finland","2017 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","","2017","","","5505","5509","In statistical parametric speech synthesis (SPSS), a few studies have investigated the Lombard effect, specifically by using hidden Markov model (HMM)-based systems. Recently, artificial neural networks have demonstrated promising results in SPSS, specifically by using long short-term memory recurrent neural networks (LSTMs). The Lombard effect, however, has not been studied in the LSTM-based speech synthesis systems. In this study, we propose three methods for Lombard speech adaptation in LSTM-based speech synthesis. In particular, (1) we augment Lombard specific information with the linguistic features as input, (2) scale the hidden activations using the learning hidden unit contributions (LHUC) method, and (3) fine-tune the LSTMs trained on normal speech with a small Lombard speech data. To investigate the effectiveness of the proposed methods, we carry out experiments using small (10 utterances) and large (500 utterances) Lombard speech data. Experimental results confirm the adaptability of the LSTMs, and similarity tests show that the LSTMs can achieve significantly better adaptation performance than the HMMs in both small and large data conditions.","","","10.1109/ICASSP.2017.7953209","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7953209","Lombard speech synthesis;adaptation;LSTM-TTS","Speech;Hidden Markov models;Acoustics;Adaptation models;Speech synthesis;Training;Vocoders","hidden Markov models;recurrent neural nets;speech synthesis","Lombard speech synthesis;long short-term memory recurrent neural networks;statistical parametric speech synthesis;Lombard speech data;normal speech;LHUC;learning hidden unit contributions;linguistic features;Lombard specific information;Lombard speech adaptation;LSTM-based speech synthesis;artificial neural networks;HMM;hidden Markov model;SPSS","","2","","","","","","IEEE","IEEE Conferences"
"Multi-task learning of structured output layer bidirectional LSTMS for speech synthesis","R. Li; Z. Wu; X. Liu; H. Meng; L. Cai","Tsinghua-CUHK Joint Research Center for Media Sciences, Technologies and Systems, Graduate School at Shenzhen, Tsinghua University, China; Tsinghua-CUHK Joint Research Center for Media Sciences, Technologies and Systems, Graduate School at Shenzhen, Tsinghua University, China; Department of Systems Engineering and Engineering Management, The Chinese University of Hong Kong, China; Tsinghua-CUHK Joint Research Center for Media Sciences, Technologies and Systems, Graduate School at Shenzhen, Tsinghua University, China; Tsinghua-CUHK Joint Research Center for Media Sciences, Technologies and Systems, Graduate School at Shenzhen, Tsinghua University, China","2017 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","","2017","","","5510","5514","Recurrent neural networks (RNNs) and their bidirectional long short term memory (BLSTM) variants are powerful sequence modelling approaches. Their inherently strong ability in capturing long range temporal dependencies allow BLSTM-RNN speech synthesis systems to produce higher quality and smoother speech trajectories than conventional deep neural networks (DNNs). In this paper, we improve the conventional BLSTM-RNN based approach by introducing a multi-task learned structured output layer where spectral parameter targets are conditioned upon pitch parameters prediction. Both objective and subjective experimental results demonstrated the effectiveness of the proposed technique.","","","10.1109/ICASSP.2017.7953210","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7953210","text-to-speech;acoustic model;multi-task learning;structured output layer;deep bidirectional long short-term memory","Speech;Hidden Markov models;Acoustics;Predictive models;Recurrent neural networks;Speech synthesis;Trajectory","learning (artificial intelligence);recurrent neural nets;speech synthesis","multitask learning;structured output layer bidirectional LSTMS;recurrent neural networks;bidirectional long short term memory variants;BLSTM-RNN speech synthesis systems;speech trajectories;deep neural networks;DNN;spectral parameter targets;pitch parameters prediction;subjective experimental results;objective experimental results;sequence modelling approaches;long range temporal dependencies","","2","","","","","","IEEE","IEEE Conferences"
"Quality assessment of voice converted speech using articulatory features","A. Rajpal; N. J. Shah; M. Zaki; H. A. Patil","DA-IICT, Gandhinagar-382007, India; DA-IICT, Gandhinagar-382007, India; IISc, Bangalore 560012, India; DA-IICT, Gandhinagar-382007, India","2017 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","","2017","","","5515","5519","We propose a novel application of the acoustic-to-articulatory inversion (AAI) towards a quality assessment of the voice converted speech. The ability of humans to speak effortlessly requires the coordinated movements of various articulators, muscles, etc. This effortless movement contributes towards a naturalness, intelligibility and speaker's identity (which is partially present in voice converted speech). Hence, during voice conversion (VC), the information related to the speech production is lost. In this paper, this loss is quantified for a male voice, by showing an increase in RMSE error (up to 12.7 % in tongue tip) for voice converted speech followed by showing a decrease in mutual information (I) (by 8.7 %). Similar results are obtained in the case of a female voice. This observation is extended by showing that the articulatory features can be used as an objective measure. The effectiveness of the proposed measure over MCD is illustrated by comparing their correlation with a Mean Opinion Score (MOS). Moreover, the preference score of MCD contradicted ABX test by 100 %, whereas the proposed measure supported ABX test by 45.8 % and 16.7 % in the case of female-to-male and male-to-female VC, respectively.","","","10.1109/ICASSP.2017.7953211","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7953211","voice conversion;acoustic-to-articulatory inversion;articulatory features","Speech;Acoustics;Trajectory;Tongue;Acoustic measurements;Training;Production","acoustic signal processing;mean square error methods;speech processing","voice converted speech quality assessment;articulatory features;acoustic- to-articulatory inversion;AAI;naturalness measure;intelligibility measure;speaker identity measure;voice conversion;male voice;RMSE error;tongue tip;mutual information;female voice;objective measure;preference score;MCD contradicted ABX test;measure supported ABX test;female-to-male VC;male-to-female VC","","3","","","","","","IEEE","IEEE Conferences"
"Novel Amplitude Scaling method for bilinear frequency Warping-based Voice Conversion","N. J. Shah; H. A. Patil","Dhirubhai Ambani Institute of Information and Communication Technology (DA-IICT), Gandhinagar, India; Dhirubhai Ambani Institute of Information and Communication Technology (DA-IICT), Gandhinagar, India","2017 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","","2017","","","5520","5524","In Frequency Warping (FW)-based Voice Conversion (VC), the source spectrum is modified to match the frequency-axis of the target spectrum followed by an Amplitude Scaling (AS) to compensate the amplitude differences between the warped spectrum and the actual target spectrum. In this paper, we propose a novel AS technique which linearly transfers the amplitude of the frequency-warped spectrum using the knowledge of a Gaussian Mixture Model (GMM)-based converted spectrum without adding any spurious peaks. The novelty of the proposed approach lies in avoiding a perceptual impression of wrong formant location (due to perfect match assumption between the warped spectrum and the actual target spectrum in state-of-the-art AS method) leading to deterioration in converted voice quality. From subjective analysis, it is evident that the proposed system has been preferred 33.81% and 12.37% times more compared to the GMM and state-of-the-art AS method for voice quality, respectively. Similar to the quality conversion trade-offs observed by other studies in the literature, speaker identity conversion was 0.73% times more and 9.09% times less preferred over GMM and state-of-the-art AS-based method, respectively.","","","10.1109/ICASSP.2017.7953212","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7953212","Voice conversion;frequency warping;amplitude scaling;Gaussian mixture model","Speech;Frequency conversion;Training;Transforms;Heuristic algorithms;Cepstral analysis;Frequency shift keying","Gaussian processes;mixture models;speaker recognition;speech","amplitude scaling method;AS technique;bilinear frequency warping-based voice conversion;source spectrum;frequency-warped spectrum;Gaussian Mixture Model-based converted spectrum;GMM-based converted spectrum;voice quality;speaker identity conversion","","4","","","","","","IEEE","IEEE Conferences"
"Exemplar selection methods in voice conversion","G. Zhao; R. Gutierrez-Osuna","Department of Computer Science and Engineering, Texas A&M University, USA; Department of Computer Science and Engineering, Texas A&M University, USA","2017 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","","2017","","","5525","5529","Exemplar-based methods for voice conversion often use a large number of randomly-selected exemplars to ensure good coverage. As a result, the factorization step can be costly. This paper presents two algorithms that can be used to construct compact sets of exemplars. The first algorithm uses a forward selection procedure to build the exemplar set sequentially, selecting exemplar pairs that minimize the joint reconstruction error on source and target frames. The second algorithm uses a backward elimination procedure to remove exemplars that contribute the least to the factorization. We evaluate both selection strategies on voice conversion tasks using the ARCTIC corpus. Our results using objective measures and subjective listening tests show that both strategies can significantly reduce the size of the exemplar set (five-fold, in our experiments) while achieving the same performance on voice conversion.","","","10.1109/ICASSP.2017.7953213","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7953213","voice conversion;sparse reconstruction;exemplar selection","Training;Acoustics;Sparse matrices;Speech;Matrix decomposition;Hidden Markov models;Approximation algorithms","matrix decomposition;set theory;speaker recognition","exemplar selection methods;voice conversion;randomly selected exemplars;forward selection procedure;joint reconstruction error;target frames;backward elimination procedure;ARCTIC corpus","","2","","","","","","IEEE","IEEE Conferences"
"Voice-transformation-based data augmentation for prosodic classification","R. Fernandez; A. Rosenberg; A. Sorin; B. Ramabhadran; R. Hoory","IBM TJ Watson Research Center, Yorktown Heights, NY - USA; IBM TJ Watson Research Center, Yorktown Heights, NY - USA; IBM Haifa Research Lab, Israel; IBM TJ Watson Research Center, Yorktown Heights, NY - USA; IBM Haifa Research Lab, Israel","2017 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","","2017","","","5530","5534","In this work we explore data-augmentation techniques for the task of improving the performance of a supervised recurrent-neural-network classifier tasked with predicting prosodic-boundary and pitch-accent labels. The technique is based on applying voice transformations to the training data that modify the pitch baseline and range, as well as the vocal-tract and vocal-source characteristics of the speakers to generate further training examples. We demonstrate the validity of the approach by improving performance when the amount of base labeled examples is small (showing reductions in the range of 7%-12% for reduced-data conditions) as well as in terms of its generalization to speakers unseen in the training set (showing a relative reduction in the error rate of 8.74% and 4.75%, on the average, for boundaries and accent tasks respectively, in leave-one-speaker-out validation).","","","10.1109/ICASSP.2017.7953214","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7953214","data augmentation;voice transformation;prosody labeling;recurrent neural networks","Feature extraction;Training;Acoustics;Speech;Training data;Data models;Interpolation","learning (artificial intelligence);recurrent neural nets;signal classification;speech recognition;voice activity detection","voice transformation;data augmentation;prosodic classification;supervised recurrent-neural-network classifier;pitch baseline;pitch range","","1","","","","","","IEEE","IEEE Conferences"
"Non-parallel voice conversion using i-vector PLDA: towards unifying speaker verification and transformation","T. Kinnunen; L. Juvela; P. Alku; J. Yamagishi","University of Eastern Finland, School of Computing, Finland; Aalto University, Department of Signal Processing and Acoustics, Finland; Aalto University, Department of Signal Processing and Acoustics, Finland; National Institute of Informatics, Japan","2017 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","","2017","","","5535","5539","Text-independent speaker verification (recognizing speakers regardless of content) and non-parallel voice conversion (transforming voice identities without requiring content-matched training utterances) are related problems. We adopt i-vector method to voice conversion. An i-vector is a fixed-dimensional representation of a speech utterance that enables treating voice conversion in utterance domain, as opposed to frame domain. The high dimensionality (800) and small number of training utterances (24) necessitates using prior information of speakers. We adopt probabilistic linear discriminant analysis (PLDA) for voice conversion. The proposed approach requires neither parallel utterances, transcriptions nor time alignment procedures at any stage.","","","10.1109/ICASSP.2017.7953215","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7953215","Voice conversion;i-vector;non-parallel training","Training;Speech;Probabilistic logic;Nickel;Covariance matrices;Standards;Computational modeling","probability;speaker recognition;vectors","nonparallel voice conversion;i-vector PLDA;text-independent speaker verification;fixed-dimensional representation;speech utterance;utterance domain;training utterances;probabilistic linear discriminant analysis;speaker transformation","","14","","","","","","IEEE","IEEE Conferences"
"A study of speaker verification performance with expressive speech","S. Parthasarathy; C. Zhang; J. H. Hansen; C. Busso","Multimodal Signal Processing (MSP) Laboratory - Center for Robust Speech Systems (CRSS), Department of Electrical Engineering, The University of Texas at Dallas, Richardson 75080, USA; Multimodal Signal Processing (MSP) Laboratory - Center for Robust Speech Systems (CRSS), Department of Electrical Engineering, The University of Texas at Dallas, Richardson 75080, USA; Multimodal Signal Processing (MSP) Laboratory - Center for Robust Speech Systems (CRSS), Department of Electrical Engineering, The University of Texas at Dallas, Richardson 75080, USA; Multimodal Signal Processing (MSP) Laboratory - Center for Robust Speech Systems (CRSS), Department of Electrical Engineering, The University of Texas at Dallas, Richardson 75080, USA","2017 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","","2017","","","5540","5544","Expressive speech introduces variations in the acoustic features affecting the performance of speech technology such as speaker verification systems. It is important to identify the range of emotions for which we can reliably estimate speaker verification tasks. This paper studies the performance of a speaker verification system as a function of emotions. Instead of categorical classes such as happiness or anger, which have important intra-class variability, we use the continuous attributes arousal, valence, and dominance which facilitate the analysis. We evaluate an speaker verification system trained with the i-vector framework with a probabilistic linear discriminant analysis (PLDA) back-end. The study relies on a subset of the MSP-PODCAST corpus, which has naturalistic recordings from 40 speakers. We train the system with neutral speech, creating mismatches on the testing set. The results show that speaker verification errors increase when the values of the emotional attributes increase. For neutral/moderate values of arousal, valence and dominance, the speaker verification performance are reliable. These results are also observed when we artificially force the sentences to have the same duration.","","","10.1109/ICASSP.2017.7953216","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7953216","Speaker verification;emotion recognition","Speech;Databases;Training;Speech recognition;Error analysis;Speech processing;Reliability","feature extraction;speaker recognition","emotional attributes;naturalistic recordings;MSP-PODCAST corpus;PLDA;probabilistic linear discriminant analysis;i-vector framework;continuous attributes arousal;speaker verification system;reliably estimate speaker verification;speech technology;acoustic features;expressive speech;speaker verification performance","","3","","","","","","IEEE","IEEE Conferences"
